CITY,STATE,NAME,COUNTY
GARDNER,KS,1,JOHNSON
GARDNER,MA,1,WORCESTER
GARDNERVILLE,NV,1,DOUGLAS
GARFIELD HEIGHTS,OH,1,CUYAHOGA
GARLAND,TX,4,DALLAS
GARNER,NC,1,WAKE
GARNETT,KS,1,ANDERSON
GARRISON,ND,1,MCLEAN
GARY,IN,1,LAKE
GASSAWAY,WV,1,BRAXTON
GASTONIA,NC,1,GASTON
GATESVILLE,TX,1,CORYELL
GAYLORD,MI,1,OTSEGO
GENESEO,IL,1,HENRY
GENEVA,AL,1,GENEVA
GENEVA,IL,1,KANE
GENEVA,NE,1,FILLMORE
GENEVA,NY,1,ONTARIO
GENEVA,OH,2,ASHTABULA
GENOA,NE,1,NANCE
GEORGETOWN,KY,1,SCOTT
GEORGETOWN,MA,1,ESSEX
GEORGETOWN,OH,1,BROWN
GEORGETOWN,SC,1,GEORGETOWN
GEORGETOWN,TX,3,WILLIAMSON
GEORGIANA,AL,1,BUTLER
GERMANTOWN,MD,1,MONTGOMERY
GERMANTOWN,TN,3,SHELBY
GETTYSBURG,PA,1,ADAMS
GETTYSBURG,SD,1,POTTER
GEYSERVILLE,CA,1,SONOMA
GIBSON CITY,IL,1,FORD
GIG HARBOR,WA,1,PIERCE
GILBERT,AZ,5,MARICOPA
GILLETTE,WY,1,CAMPBELL
GILMER,TX,1,UPSHUR
GILROY,CA,1,SANTA CLARA
GIRARD,KS,1,CRAWFORD
GLADWIN,MI,1,GLADWIN
GLASGOW,KY,1,BARREN
GLASGOW,MT,1,VALLEY
GLEN BURNIE,MD,1,ANNE ARUNDEL
GLEN COVE,NY,1,NASSAU
GLEN DALE,WV,1,MARSHALL
GLEN ROSE,TX,1,SOMERVELL
GLENCOE,MN,1,MCLEOD
GLENDALE,AZ,6,MARICOPA
GLENDALE,CA,3,LOS ANGELES
GLENDALE,WI,1,MILWAUKEE
GLENDALE HEIGHTS,IL,1,DUPAGE
GLENDIVE,MT,1,DAWSON
GLENDORA,CA,2,LOS ANGELES
GLENNALLEN,AK,1,VALDEZ-CORDOVA
GLENS FALLS,NY,1,WARREN
GLENVIEW,IL,1,COOK
GLENWOOD,GA,1,WHEELER
GLENWOOD,IA,1,MILLS
GLENWOOD,MN,1,POPE
GLENWOOD SPRINGS,CO,1,GARFIELD
GLOBE,AZ,1,GILA
GLOUCESTER,MA,1,ESSEX
GLOUCESTER,VA,1,GLOUCESTER
GLOVERSVILLE,NY,1,FULTON
GOLD BEACH,OR,1,CURRY
GOLDEN VALLEY,MN,1,HENNEPIN
GOLDENDALE,WA,1,KLICKITAT
GOLDSBORO,NC,1,WAYNE
GONZALES,LA,5,ASCENSION
GONZALES,TX,1,HARRIS
GOODING,ID,1,GOODING
GOODLAND,KS,1,SHERMAN
GOODYEAR,AZ,2,MARICOPA
GORDON,NE,1,SHERIDAN
GOSHEN,IN,2,ELKHART
GOTHENBURG,NE,1,DAWSON
GOUVERNEUR,NY,1,ST. LAWRENCE
GOWANDA,NY,1,CATTARAUGUS
GRACEVILLE,FL,1,JACKSON
GRACEVILLE,MN,1,BIG STONE
GRAFTON,ND,1,WALSH
GRAFTON,WI,1,OZAUKEE
GRAFTON,WV,1,TAYLOR
GRANBURY,TX,1,HARRIS
GRANBY,CO,1,GRAND
GRAND BLANC,MI,1,GENESEE
GRAND COULEE,WA,1,GRANT
GRAND FORKS,ND,4,GRAND FORKS
GRAND HAVEN,MI,1,OTTAWA
GRAND ISLAND,NE,2,HALL
GRAND JUNCTION,CO,3,MESA
GRAND MARAIS,MN,1,COOK
GRAND PRAIRIE,TX,1,TARRANT
GRAND RAPIDS,MI,7,KENT
GRAND RAPIDS,MN,1,ITASCA
GRAND SALINE,TX,1,VAN ZANDT
GRANGEVILLE,ID,1,IDAHO
GRANITE CITY,IL,1,MADISON
GRANITE FALLS,MN,1,YELLOW MEDICINE
GRANT,NE,1,PERKINS
GRANTS,NM,1,CIBOLA
GRANTS PASS,OR,1,JOSEPHINE
GRANTSBURG,WI,1,BURNETT
GRANTSVILLE,WV,1,CALHOUN
GRAPEVINE,TX,2,['GONZALES' 'YOUNG']
GRASS VALLEY,CA,1,NEVADA
GRAVETTE,AR,1,BENTON
GRAYLING,MI,1,CRAWFORD
GREAT BARRINGTON,MA,1,BERKSHIRE
GREAT BEND,KS,1,BARTON
GREAT FALLS,MT,3,CASCADE
GREELEY,CO,1,WELD
GREEN BAY,WI,8,BROWN
GREEN COVE SPRINGS,FL,1,CLAY
GREEN SPRINGS,OH,1,SENECA
GREEN VALLEY,AZ,1,PIMA
GREENBRAE,CA,1,MARIN
GREENCASTLE,IN,1,PUTNAM
GREENEVILLE,TN,2,GREENE
GREENFIELD,IA,1,ADAIR
GREENFIELD,IN,1,HANCOCK
GREENFIELD,MA,1,FRANKLIN
GREENFIELD,NH,1,HILLSBOROUGH
GREENFIELD,OH,1,HIGHLAND
GREENFIELD,WI,1,MILWAUKEE
GREENPORT,NY,1,SUFFOLK
GREENSBORO,AL,1,HALE
GREENSBORO,GA,2,GREENE
GREENSBORO,NC,6,GUILFORD
GREENSBURG,IN,1,DECATUR
GREENSBURG,KS,1,KIOWA
GREENSBURG,KY,1,GREEN
GREENSBURG,LA,1,ST. HELENA
GREENSBURG,PA,1,WESTMORELAND
GREENVILLE,AL,1,BUTLER
GREENVILLE,IL,1,BOND
GREENVILLE,KY,1,MUHLENBERG
GREENVILLE,ME,1,PISCATAQUIS
GREENVILLE,MI,1,MONTCALM
GREENVILLE,MS,3,WASHINGTON
GREENVILLE,NC,1,PITT
GREENVILLE,OH,1,DARKE
GREENVILLE,PA,1,MERCER
GREENVILLE,SC,7,GREENVILLE
GREENVILLE,TX,3,['HOOD' 'HUNT']
GREENWELL SPRINGS,LA,1,EAST BATON ROUGE
GREENWICH,CT,1,FAIRFIELD
GREENWOOD,IN,2,JOHNSON
GREENWOOD,MS,2,LEFLORE
GREENWOOD,SC,2,GREENWOOD
GREER,SC,3,['GREENVILLE' 'SPARTANBURG']
GREGORY,SD,1,GREGORY
GRENADA,MS,1,GRENADA
GRESHAM,OR,1,MULTNOMAH
GRETNA,LA,3,JEFFERSON
GRIDLEY,CA,1,BUTTE
GRIFFIN,GA,1,SPALDING
GRINNELL,IA,1,POWESHIEK
GROESBECK,TX,1,TARRANT
GROSSE POINTE,MI,2,WAYNE
GROSSE POINTE FARMS,MI,1,WAYNE
GROVE,OK,1,DELAWARE
GROVE CITY,PA,1,MERCER
GROVE HILL,AL,1,CLARKE
GROVES,TX,2,['TARRANT' 'JEFFERSON']
GRUNDY,VA,1,BUCHANAN
GRUNDY CENTER,IA,1,GRUNDY
GUAYAMA,PR,1,GUAYAMA
GUAYAMA PUEBLO,PR,1,GUAYAMA
GUAYNABO,PR,1,SAN JUAN
GUILDERLAND,NY,1,ALBANY
GULF BREEZE,FL,2,SANTA ROSA
GULFPORT,MS,4,HARRISON
GUNNISON,CO,1,GUNNISON
GUNNISON,UT,1,SANPETE
GUNTERSVILLE,AL,1,MARSHALL
GUTHRIE,OK,1,LOGAN
GUTHRIE CENTER,IA,1,GUTHRIE
GUTTENBERG,IA,1,CLAYTON
GUYMON,OK,1,TEXAS
HACKENSACK,NJ,1,BERGEN
HACKETTSTOWN,NJ,1,WARREN
HAGERSTOWN,MD,3,WASHINGTON
HALEYVILLE,AL,1,WINSTON
HALLOCK,MN,1,KITTSON
HAMBURG,IA,1,FREMONT
HAMILTON,AL,1,MARION
HAMILTON,MT,1,RAVALLI
HAMILTON,NY,1,MADISON
HAMILTON,OH,2,BUTLER
HAMILTON SQUARE,NJ,1,MERCER
HAMLET,NC,1,RICHMOND
HAMLIN,TX,1,LIMESTONE
HAMMOND,IN,2,LAKE
HAMMOND,LA,6,TANGIPAHOA
HAMMONTON,NJ,1,ATLANTIC
HAMPSTEAD,NH,1,ROCKINGHAM
HAMPTON,IA,1,FRANKLIN
HAMPTON,VA,3,HAMPTON
HANCOCK,MI,1,HOUGHTON
HANFORD,CA,2,KINGS
HANNIBAL,MO,1,MARION
HANOVER,KS,1,WASHINGTON
HANOVER,PA,1,YORK
HARBOR BEACH,MI,1,HURON
HARBOR CITY,CA,1,LOS ANGELES
HARDEEVILLE,SC,1,JASPER
HARDIN,MT,1,BIG HORN
HARDINSBURG,KY,1,BRECKINRIDGE
HARKER HEIGHTS,TX,1,BELL
HARLAN,IA,1,SHELBY
HARLAN,KY,1,HARLAN
HARLEM,MT,1,BLAINE
HARLINGEN,TX,9,['CAMERON' 'JONES' 'LAVACA' 'HAMILTON']
HARLOWTON,MT,1,WHEATLAND
HARPER,KS,1,HARPER
HARRIMAN,TN,2,ROANE
HARRIS,NY,1,SULLIVAN
HARRISBURG,IL,1,SALINE
HARRISBURG,PA,5,DAUPHIN
HARRISON,AR,1,BOONE
HARRISON,NY,1,WESTCHESTER
HARRISONBURG,VA,2,['ROCKINGHAM' 'HARRISONBURG']
HARRISONVILLE,MO,1,CASS
HARRODSBURG,KY,1,MERCER
HARRSIBURG,PA,1,DAUPHIN
HARTFORD,CT,4,HARTFORD
HARTFORD,KY,1,OHIO
HARTFORD,WI,1,WASHINGTON
HARTFORD CITY,IN,1,BLACKFORD
HARTSVILLE,SC,1,DARLINGTON
HARTSVILLE,TN,1,TROUSDALE
HARTWELL,GA,1,HART
HARVARD,IL,1,MCHENRY
HARVEY,IL,1,COOK
HARVEY,ND,1,WELLS
HASKELL,TX,1,HASKELL
HASTINGS,MI,1,BARRY
HASTINGS,MN,1,DAKOTA
HASTINGS,NE,1,ADAMS
HASTINGS,PA,1,CAMBRIA
HATO REY,PR,2,SAN JUAN
HATTIESBURG,MS,3,['FORREST' 'LAMAR']
HAVANA,IL,1,MASON
HAVERHILL,MA,3,ESSEX
HAVERTOWN,PA,1,DELAWARE
HAVRE,MT,1,HILL
HAVRE DE GRACE,MD,1,HARFORD
HAWAIIAN GARDENS,CA,1,LOS ANGELES
HAWARDEN,IA,1,SIOUX
HAWKINSVILLE,GA,1,PULASKI
HAWTHORNE,CA,1,LOS ANGELES
HAWTHORNE,NV,1,MINERAL
HAXTUN,CO,1,PHILLIPS
HAYMARKET,VA,1,PRINCE WILLIAM
HAYS,KS,1,ELLIS
HAYTI,MO,1,PEMISCOT
HAYWARD,CA,2,ALAMEDA
HAYWARD,WI,1,SAWYER
HAZARD,KY,1,PERRY
HAZEL CREST,IL,1,COOK
HAZELHURST,MS,1,COPIAH
HAZEN,ND,1,MERCER
HAZLEHURST,GA,1,JEFF DAVIS
HAZLEHURST,MS,1,COPIAH
HAZLETON,PA,1,LUZERNE
HEALDSBURG,CA,1,SONOMA
HEALDTON,OK,1,CARTER
HEBER,UT,1,WASATCH
HEBER SPRINGS,AR,1,CLEBURNE
HEBRON,NE,1,THAYER
HELENA,AR,1,PHILLIPS
HELENA,MT,2,LEWIS AND CLARK
HEMET,CA,2,RIVERSIDE
HEMPHILL,TX,1,SABINE
HENDERSON,KY,1,HENDERSON
HENDERSON,NC,1,VANCE
HENDERSON,NE,1,YORK
HENDERSON,NV,7,CLARK
HENDERSON,TX,1,RUSK
HENDERSONVILLE,NC,2,HENDERSON
HENDERSONVILLE,TN,1,SUMNER
HENDRICKS,MN,1,LINCOLN
HENRIETTA,TX,1,CLAY
HENRYETTA,OK,1,OKMULGEE
HEPPNER,OR,1,MORROW
HEREFORD,TX,2,DEAF SMITH
HERINGTON,KS,1,DICKINSON
HERMANN,MO,1,GASCONADE
HERMISTON,OR,1,UMATILLA
HERMITAGE,TN,1,DAVIDSON
HERRIN,IL,1,WILLIAMSON
HERSHEY,PA,1,DAUPHIN
HETTINGER,ND,1,ADAMS
HIALEAH,FL,4,MIAMI-DADE
HIALEAH GARDENS,FL,1,MIAMI-DADE
HIAWASSEE,GA,1,TOWNS
HIAWATHA,KS,1,BROWN
HIBBING,MN,1,ST. LOUIS
HICKORY,NC,3,['ALEXANDER' 'CATAWBA']
HICKSVILLE,OH,1,DEFIANCE
HIGH POINT,NC,1,GUILFORD
HIGHLAND,IL,2,MADISON
HIGHLAND HILLS,OH,1,CUYAHOGA
HIGHLAND PARK,IL,1,LAKE
HIGHLANDS,NC,1,MACON
HIGHLANDS RANCH,CO,1,DOUGLAS
HILL CITY,KS,1,GRAHAM
HILLSBORO,IL,1,MONTGOMERY
HILLSBORO,KS,1,MARION
HILLSBORO,ND,1,TRAILL
HILLSBORO,OH,1,HIGHLAND
HILLSBORO,OR,2,WASHINGTON
HILLSBORO,TX,1,HILL
HILLSBORO,WI,1,VERNON
HILLSDALE,MI,1,HILLSDALE
HILO,HI,1,HAWAII
HILTON HEAD ISLAND,SC,1,BEAUFORT
HINES,IL,1,COOK
HINESVILLE,GA,1,LIBERTY
HINSDALE,IL,2,['COOK' 'DUPAGE']
HINTON,WV,1,SUMMERS
HIRAM,GA,1,PAULDING
HIXSON,TN,1,HAMILTON
HOBART,IN,2,LAKE
HOBART,OK,1,KIOWA
HOBBS,NM,1,LEA
HOBOKEN,NJ,1,HUDSON
HOFFMAN ESTATES,IL,2,COOK
HOISINGTON,KS,1,BARTON
HOLDENVILLE,OK,1,HUGHES
HOLDREGE,NE,1,PHELPS
HOLLAND,MI,1,OTTAWA
HOLLIS,OK,1,HARMON
HOLLIS CENTER,ME,1,YORK
HOLLISTER,CA,2,SAN BENITO
HOLLY SPRINGS,MS,1,MARSHALL
HOLLYWOOD,CA,1,LOS ANGELES
HOLLYWOOD,FL,4,BROWARD
HOLMDEL,NJ,1,MONMOUTH
HOLTON,KS,1,JACKSON
HOLYOKE,CO,1,PHILLIPS
HOLYOKE,MA,2,HAMPDEN
HOMER,AK,1,KENAI PENINSULA
HOMER,LA,1,CLAIBORNE
HOMERVILLE,GA,1,CLINCH
HOMESTEAD,FL,1,MIAMI-DADE
HONESDALE,PA,1,WAYNE
HONOKAA,HI,1,HAWAII
HONOLULU,HI,10,HONOLULU
HOOD RIVER,OR,1,HOOD RIVER
HOOPESTON,IL,1,VERMILION
HOPE,AR,1,HEMPSTEAD
HOPEDALE,IL,1,TAZEWELL
HOPEWELL,VA,1,HOPEWELL
HOPKINSVILLE,KY,3,CHRISTIAN
HORNELL,NY,1,STEUBEN
HORSE CAVE,KY,1,HART
HORTON,KS,1,BROWN
HOT SPRINGS,AR,6,GARLAND
HOT SPRINGS,SD,3,FALL RIVER
HOT SPRINGS,VA,1,BATH
HOULTON,ME,1,AROOSTOOK
HOUMA,LA,5,TERREBONNE
HOUSTON,MO,1,TEXAS
HOUSTON,MS,1,CHICKASAW
HOUSTON,TX,68,['HARRIS' 'MEDINA']
HOVEN,SD,1,POTTER
HOWELL,MI,1,LIVINGSTON
HOXIE,KS,1,SHERIDAN
HUDSON,FL,1,PASCO
HUDSON,NY,1,COLUMBIA
HUDSON,WI,1,ST. CROIX
HUGO,CO,1,LINCOLN
HUGO,OK,2,CHOCTAW
HUGOTON,KS,1,STEVENS
HUMACAO,PR,2,HUMACAO
HUMACAO PUEBLO,PR,1,HUMACAO
HUMBLE,TX,5,HARRIS
HUMBOLDT,IA,1,HUMBOLDT
HUMBOLDT,TN,1,GIBSON
HUMMELSTOWN,PA,1,DAUPHIN
HUNTERSVILLE,NC,1,MECKLENBURG
HUNTINGDON,PA,1,HUNTINGDON
HUNTINGDON,TN,1,CARROLL
HUNTINGTON,IN,1,HUNTINGTON
HUNTINGTON,NY,1,SUFFOLK
HUNTINGTON,WV,7,['WAYNE' 'CABELL']
HUNTINGTON BEACH,CA,1,ORANGE
HUNTINGTON PARK,CA,1,LOS ANGELES
HUNTSVILLE,AL,6,MADISON
HUNTSVILLE,TX,1,WALKER
HURON,SD,1,BEADLE
HURRICANE,WV,1,PUTNAM
HURST,TX,2,TARRANT
HUTCHINSON,KS,2,RENO
HUTCHINSON,MN,1,MCLEOD
HYATTSVILLE,MD,1,PRINCE GEORGE'S
HYDEN,KY,1,LESLIE
IDA GROVE,IA,1,IDA
IDABEL,OK,1,MCCURTAIN
IDAHO FALLS,ID,2,BONNEVILLE
ILWACO,WA,1,PACIFIC
IMPERIAL,NE,1,CHASE
INCLINE VILLAGE,NV,1,WASHOE
INDEPENDENCE,IA,2,BUCHANAN
INDEPENDENCE,KS,1,MONTGOMERY
INDEPENDENCE,LA,1,TANGIPAHOA
INDEPENDENCE,MO,1,JACKSON
INDIANA,PA,1,INDIANA
INDIANAPOLIS,IN,25,['MARION' 'HAMILTON' 'MADISON']
INDIANOLA,MS,1,SUNFLOWER
INDIO,CA,2,RIVERSIDE
INGLEWOOD,CA,1,LOS ANGELES
INTERNATIONAL FALLS,MN,1,KOOCHICHING
INVERNESS,FL,1,CITRUS
IOLA,KS,2,ALLEN
IONIA,MI,2,IONIA
IOWA CITY,IA,3,JOHNSON
IOWA FALLS,IA,2,HARDIN
IRAAN,TX,1,PECOS
IRON MOUNTAIN,MI,2,DICKINSON
IRON RIVER,MI,1,IRON
IRONWOOD,MI,1,GOGEBIC
IRVINE,CA,3,ORANGE
IRVINE,KY,1,ESTILL
IRVING,NY,1,CHAUTAUQUA
IRVING,TX,3,DALLAS
ISHPEMING,MI,1,MARQUETTE
ISSAQUAH,WA,2,KING
ITHACA,NY,1,TOMPKINS
IUKA,MS,1,TISHOMINGO
JACKSBORO,TX,2,JACK
JACKSON,AL,1,CLARKE
JACKSON,CA,1,AMADOR
JACKSON,GA,1,BUTTS
JACKSON,KY,1,BREATHITT
JACKSON,LA,3,EAST FELICIANA
JACKSON,MI,2,JACKSON
JACKSON,MN,1,JACKSON
JACKSON,MS,10,['HINDS' 'RANKIN']
JACKSON,OH,1,JACKSON
JACKSON,TN,3,MADISON
JACKSON,WY,1,TETON
JACKSONVILLE,AL,1,CALHOUN
JACKSONVILLE,AR,1,PULASKI
JACKSONVILLE,FL,14,DUVAL
JACKSONVILLE,IL,1,MORGAN
JACKSONVILLE,NC,2,ONSLOW
JACKSONVILLE,TX,2,CHEROKEE
JACKSONVILLE BEACH,FL,1,DUVAL
JAMAICA,NY,3,QUEENS
JAMAICA PLAIN,MA,1,SUFFOLK
JAMESTOWN,ND,2,STUTSMAN
JAMESTOWN,NY,2,CHAUTAUQUA
JAMESTOWN,TN,1,FENTRESS
JANESVILLE,WI,2,ROCK
JASPER,AL,1,WALKER
JASPER,GA,1,PICKENS
JASPER,IN,1,DUBOIS
JASPER,TN,1,MARION
JASPER,TX,1,JASPER
JAY,FL,1,SANTA ROSA
JEANETTE,PA,1,WESTMORELAND
JEFFERSON,IA,1,GREENE
JEFFERSON,NC,1,ASHE
JEFFERSON CITY,MO,3,COLE
JEFFERSON CITY,TN,1,JEFFERSON
JEFFERSONVILLE,IN,2,CLARK
JELLICO,TN,1,CAMPBELL
JENA,LA,1,LA SALLE
JENNINGS,LA,4,JEFFERSON DAVIS
JEROME,ID,1,JEROME
JERSEY CITY,NJ,2,HUDSON
JERSEY SHORE,PA,1,LYCOMING
JERSEYVILLE,IL,1,JERSEY
JESSUP,MD,1,HOWARD
JESUP,GA,1,WAYNE
JETMORE,KS,1,HODGEMAN
JOHN DAY,OR,1,GRANT
JOHNS CREEK,GA,1,FULTON
JOHNSON,KS,1,STANTON
JOHNSON CITY,NY,1,BROOME
JOHNSON CITY,TN,6,WASHINGTON
JOHNSTOWN,CO,3,LARIMER
JOHNSTOWN,PA,3,CAMBRIA
JOLIET,IL,1,WILL
JONESBORO,AR,6,CRAIGHEAD
JONESBORO,LA,1,JACKSON
JOPLIN,MO,5,['JASPER' 'NEWTON']
JORDAN,MT,1,GARFIELD
JOSHUA TREE,CA,1,SAN BERNARDINO
JOURDANTON,TX,1,ATASCOSA
JULESBURG,CO,1,SEDGWICK
JUNCTION,TX,1,KIMBLE
JUNCTION CITY,KS,1,GEARY
JUNCTION CITY,OR,1,LANE
JUNEAU,AK,1,JUNEAU
JUPITER,FL,1,PALM BEACH
KAHUKU,HI,1,HONOLULU
KAILUA,HI,1,HONOLULU
KALAMAZOO,MI,2,KALAMAZOO
KALISPELL,MT,2,FLATHEAD
KALKASKA,MI,1,KALKASKA
KAMUELA,HI,1,HAWAII
KANAB,UT,1,KANE
KANE,PA,1,MCKEAN
KANEOHE,HI,1,HONOLULU
KANKAKEE,IL,2,KANKAKEE
KANSAS CITY,KS,4,WYANDOTTE
KANSAS CITY,MO,17,['JACKSON' 'CLAY' 'PLATTE']
KAPAA,HI,1,KAUAI
KAPAAU,HI,1,HAWAII
KAPLAN,LA,1,VERMILION
KATONAH,NY,1,WESTCHESTER
KATY,TX,4,HARRIS
KAUFMAN,TX,1,KAUFMAN
KAUNAKAKAI,HI,1,MAUI
KEALAKEKUA,HI,1,HAWAII
KEARNEY,NE,3,BUFFALO
KEARNY,NJ,1,HUDSON
KEENE,NH,1,CHESHIRE
KELLER,TX,1,TARRANT
KELLOGG,ID,1,SHOSHONE
KEMMERER,WY,1,LINCOLN
KENANSVILLE,NC,1,DUPLIN
KENDALLVILLE,IN,1,NOBLE
KENEDY,TX,1,KARNES
KENMARE,ND,1,WARD
KENNER,LA,5,JEFFERSON
KENNESAW,GA,1,COBB
KENNETT,MO,1,DUNKLIN
KENNEWICK,WA,1,BENTON
KENOSHA,WI,2,KENOSHA
KENTFIELD,CA,1,MARIN
KENTON,OH,1,HARDIN
KENTWOOD,LA,2,TANGIPAHOA
KEOKUK,IA,1,LEE
KEOSAUQUA,IA,1,VAN BUREN
KERMIT,TX,1,WINKLER
KERNERSVILLE,NC,1,FORSYTH
KERRVILLE,TX,3,KERR
KETCHIKAN,AK,1,KETCHIKAN GATEWAY
KETCHUM,ID,1,BLAINE
KETTERING,OH,1,MONTGOMERY
KEWANEE,IL,1,HENRY
KEY WEST,FL,2,MONROE
KEYSER,WV,1,MINERAL
KILGORE,TX,1,GREGG
KILLEEN,TX,1,BELL
KILLEN,TX,1,BELL
KILMARNOCK,VA,1,LANCASTER
KILMICHAEL,MS,1,MONTGOMERY
KIMBALL,NE,1,KIMBALL
KINDER,LA,1,ALLEN
KING CITY,CA,1,MONTEREY
KINGFISHER,OK,1,KINGFISHER
KINGMAN,AZ,2,MOHAVE
KINGMAN,KS,1,KINGMAN
KINGS MOUNTAIN,NC,2,CLEVELAND
KINGSPORT,TN,3,SULLIVAN
KINGSTON,NY,2,ULSTER
KINGSTON,PA,1,LUZERNE
KINGSTREE,SC,1,WILLIAMSBURG
KINGSVILLE,TX,1,KLEBERG
KINGWOOD,TX,3,HARRIS
KINGWOOD,WV,2,PRESTON
KINSLEY,KS,1,EDWARDS
KINSTON,NC,1,LENOIR
KIOWA,KS,2,BARBER
KIRKLAND,WA,3,KING
KIRKSVILLE,MO,1,ADAIR
KISSIMMEE,FL,3,OSCEOLA
KITTANNING,PA,1,ARMSTRONG
KLAMATH FALLS,OR,1,KLAMATH
KNOX,IN,1,STARKE
KNOX CITY,TX,1,KNOX
KNOXVILLE,IA,2,MARION
KNOXVILLE,TN,11,KNOX
KODIAK,AK,1,KODIAK ISLAND
KOKOMO,IN,3,HOWARD
KOROR,PW,1,NOT AVAILABLE
KOSCIUSKO,MS,1,ATTALA
KOTZEBUE,AK,1,NORTHWEST ARCTIC
KREMMLING,CO,1,GRAND
KULA,HI,1,MAUI
KYLE,TX,2,HAYS
L' ANSE,MI,1,BARAGA
LA CROSSE,KS,1,RUSH
LA CROSSE,WI,2,LA CROSSE
LA GRANDE,OR,1,UNION
LA GRANGE,IL,1,COOK
LA GRANGE,TX,1,FAYETTE
LA JARA,CO,1,CONEJOS
LA JOLLA,CA,3,SAN DIEGO
LA JUNTA,CO,1,OTERO
LA MESA,CA,2,SAN DIEGO
LA MIRADA,CA,1,LOS ANGELES
LA PALMA,CA,1,ORANGE
LA PLACE,LA,1,ST. JOHN THE BAPTIST
LA PLATA,MD,1,CHARLES
LA PORTE,IN,1,LAPORTE
LACOMBE,LA,2,ST. TAMMANY
LACONIA,NH,1,BELKNAP
LADYSMITH,WI,1,RUSK
LAFAYETTE,CO,1,BOULDER
LAFAYETTE,IN,6,TIPPECANOE
LAFAYETTE,LA,17,['LAFAYETTE' 'RAPIDES']
LAFAYETTE,TN,1,MACON
LAFOLLETTE,TN,1,CAMPBELL
LAGRANGE,GA,1,TROUP
LAGRANGE,IN,1,LAGRANGE
LAGRANGE,KY,2,OLDHAM
LAGUNA BEACH,CA,1,ORANGE
LAGUNA HILLS,CA,1,ORANGE
LAKE ARROWHEAD,CA,1,SAN BERNARDINO
LAKE BUTLER,FL,2,UNION
LAKE CHARLES,LA,8,CALCASIEU
LAKE CITY,FL,3,COLUMBIA
LAKE CITY,IA,1,CALHOUN
LAKE CITY,MN,1,GOODHUE
LAKE CITY,SC,1,FLORENCE
LAKE FOREST,IL,1,LAKE
LAKE GENEVA,WI,1,WALWORTH
LAKE HAVASU CITY,AZ,1,MOHAVE
LAKE ISABELLA,CA,1,KERN
LAKE JACKSON,TX,1,BRAZORIA
LAKE PLACID,FL,1,HIGHLANDS
LAKE PLACID,NY,1,ESSEX
LAKE PROVIDENCE,LA,1,EAST CARROLL
LAKE ST. LOUIS,MO,1,ST. CHARLES
LAKE VILLAGE,AR,2,CHICOT
LAKE WALES,FL,1,POLK
LAKE WORTH,FL,1,PALM BEACH
LAKELAND,FL,1,POLK
LAKELAND,GA,1,LANIER
LAKEPORT,CA,1,LAKE
LAKESIDE,AZ,1,NAVAJO
LAKEVIEW,MI,1,MONTCALM
LAKEVIEW,OR,1,LAKE
LAKEWAY,TX,1,TRAVIS
LAKEWOOD,CA,1,LOS ANGELES
LAKEWOOD,CO,2,JEFFERSON
LAKEWOOD,NJ,2,OCEAN
LAKEWOOD,OH,1,CUYAHOGA
LAKEWOOD,WA,2,PIERCE
LAKIN,KS,1,KEARNY
LAMAR,CO,1,PROWERS
LAMAR,MO,1,BARTON
LAMESA,TX,1,DAWSON
LAMPASAS,TX,1,LAMPASAS
LANAI CITY,HI,1,MAUI
LANCASTER,CA,1,LOS ANGELES
LANCASTER,KY,1,GARRARD
LANCASTER,NH,1,COOS
LANCASTER,OH,1,FAIRFIELD
LANCASTER,PA,3,LANCASTER
LANCASTER,SC,2,LANCASTER
LANCASTER,TX,1,DALLAS
LANCASTER,WI,1,GRANT
LAND O LAKES,FL,1,PASCO
LANDER,WY,1,FREMONT
LANGDON,ND,1,CAVALIER
LANGHORNE,PA,4,BUCKS
LANHAM,MD,1,PRINCE GEORGE'S
LANSDALE,PA,1,MONTGOMERY
LANSING,MI,6,INGHAM
LAPEER,MI,1,LAPEER
LARAMIE,WY,1,ALBANY
LAREDO,TX,6,WEBB
LARGO,FL,3,PINELLAS
LARNED,KS,2,PAWNEE
LAS CRUCES,NM,5,DONA ANA
LAS VAGAS,NV,2,CLARK
LAS VEGAS,NM,2,SAN MIGUEL
LAS VEGAS,NV,29,CLARK
LATROBE,PA,2,WESTMORELAND
LAUDERDALE LAKES,FL,2,BROWARD
LAUREL,MD,1,PRINCE GEORGE'S
LAUREL,MS,1,JONES
LAURINBURG,NC,1,SCOTLAND
LAURIUM,MI,1,HOUGHTON
LAVEEN,AZ,1,MARICOPA
LAVONIA,GA,1,FRANKLIN
LAWRENCE,KS,1,DOUGLAS
LAWRENCE,MA,1,ESSEX
LAWRENCEBURG,IN,2,DEARBORN
LAWRENCEBURG,TN,1,LAWRENCE
LAWRENCEVILLE,GA,2,GWINNETT
LAWRENCEVILLE,IL,1,LAWRENCE
LAWRENCEVILLE,NJ,1,MERCER
LAWTON,OK,4,COMANCHE
LAYTON,UT,1,DAVIS
LE MARS,IA,1,PLYMOUTH
LEADVILLE,CO,1,LAKE
LEAGUE CITY,TX,1,GALVESTON
LEAKESVILLE,MS,1,GREENE
LEAVENWORTH,KS,3,LEAVENWORTH
LEAVENWORTH,WA,1,CHELAN
LEAWOOD,KS,2,JOHNSON
LEBANON,IN,1,BOONE
